surface_m2,nb_etages,annee_construction,occupation_h_j,altitude_m,type_batiment,isolation,vitrage,chauffage,orientation,conso_kwh_m2,conso_totale_kwh,label_dpe
38,13,1968,15,486,bureau,tres_fort,double,gaz,S,59.1,2246,B
157,14,2015,20,201,bureau,moyen,double,gaz,N,50.5,7928,B
74,1,1965,11,201,residentiel,fort,triple,elec,E,50.0,3700,A
147,2,2014,6,68,residentiel,fort,simple,elec,E,42.0,6174,A
99,13,1974,5,213,industriel,moyen,simple,fioul,NE,83.3,8247,B
130,3,1927,7,71,commercial,faible,triple,pompe_chaleur,NE,116.4,15132,C
116,5,1980,18,359,industriel,moyen,double,pompe_chaleur,SO,86.7,10057,B
480,7,2015,12,122,industriel,faible,double,bois,SE,57.6,27648,B
237,10,2011,20,33,residentiel,fort,double,pompe_chaleur,S,64.7,15334,B
519,1,1938,10,58,commercial,tres_fort,double,gaz,SE,43.7,22680,A
252,10,1947,19,367,bureau,tres_fort,double,gaz,SE,78.5,19782,B
469,2,1990,21,49,commercial,faible,double,pompe_chaleur,O,117.7,55201,C
198,6,1965,10,370,residentiel,moyen,double,gaz,N,81.5,16137,B
747,13,2005,14,53,residentiel,faible,simple,fioul,SE,80.2,59909,B
340,2,1974,14,32,commercial,tres_fort,triple,gaz,S,35.7,12138,A
142,1,1945,21,41,commercial,moyen,simple,gaz,S,107.8,15308,C
377,7,1954,11,488,bureau,moyen,triple,pompe_chaleur,O,67.3,25372,B
249,4,1931,11,277,residentiel,fort,simple,pompe_chaleur,N,88.6,22061,B
212,4,1949,19,16,residentiel,fort,simple,fioul,O,88.2,18698,B
262,6,1998,22,193,industriel,moyen,simple,gaz,S,69.4,18183,B
414,3,1943,4,2,residentiel,fort,simple,gaz,N,66.7,27614,B
56,1,1966,5,39,residentiel,faible,double,elec,SO,92.7,5191,C
191,13,1938,22,432,bureau,faible,double,fioul,E,146.2,27924,C
395,12,1970,12,74,residentiel,faible,triple,gaz,NE,80.0,31600,B
291,6,2020,15,525,bureau,moyen,double,elec,SE,30.8,8963,A
111,12,1999,22,191,residentiel,tres_fort,double,gaz,O,72.1,8003,B
47,14,1999,11,7,commercial,moyen,double,pompe_chaleur,E,62.0,2914,B
805,6,1946,12,144,industriel,fort,triple,gaz,NO,66.9,53855,B
215,3,1951,20,78,industriel,moyen,simple,bois,NO,120.2,25843,C
706,3,1930,18,49,bureau,fort,double,gaz,N,94.8,66929,C
427,14,2015,17,190,residentiel,tres_fort,simple,pompe_chaleur,SE,48.3,20624,A
140,13,2019,11,252,commercial,moyen,simple,pompe_chaleur,N,59.5,8330,B
42,10,1955,18,40,commercial,tres_fort,double,gaz,NO,73.2,3074,B
177,10,1992,20,169,bureau,fort,simple,gaz,N,85.3,15098,B
238,5,1941,22,144,bureau,fort,simple,elec,N,117.1,27870,C
335,8,1987,16,74,commercial,moyen,triple,elec,N,59.7,20000,B
112,6,1929,21,102,bureau,fort,simple,pompe_chaleur,NO,109.6,12275,C
277,6,1954,20,123,commercial,moyen,double,elec,O,87.1,24127,B
277,11,1960,18,69,residentiel,tres_fort,double,gaz,NE,59.5,16482,B
488,8,2023,14,1,bureau,tres_fort,triple,fioul,E,34.8,16982,A
197,6,1968,12,65,bureau,moyen,double,gaz,N,89.1,17553,B
334,4,1943,16,59,residentiel,tres_fort,simple,elec,SE,66.6,22244,B
299,10,1924,21,22,commercial,tres_fort,triple,fioul,SE,72.2,21588,B
452,7,1938,14,52,bureau,fort,double,fioul,SE,71.3,32228,B
138,1,1945,17,504,residentiel,faible,double,gaz,N,130.3,17981,C
30,10,1953,15,9,commercial,faible,double,gaz,SO,110.6,3318,C
207,5,1934,16,153,commercial,faible,double,elec,NE,148.3,30698,C
208,6,1996,17,558,commercial,faible,double,gaz,S,86.5,17992,B
109,14,1960,5,65,residentiel,tres_fort,double,pompe_chaleur,S,20.0,2180,A
85,10,1944,6,78,commercial,moyen,simple,elec,NE,106.1,9018,C
164,1,1974,4,61,residentiel,fort,double,gaz,NE,39.7,6511,A
226,11,1952,19,1,bureau,fort,triple,elec,N,74.6,16860,B
262,5,1991,21,93,residentiel,fort,double,pompe_chaleur,O,59.4,15563,B
49,11,1975,11,61,bureau,moyen,triple,pompe_chaleur,S,59.9,2935,B
72,5,2016,5,79,commercial,fort,simple,gaz,SO,20.0,1440,A
540,8,1987,4,25,bureau,fort,double,gaz,NE,43.3,23382,A
214,10,1958,12,64,bureau,fort,triple,gaz,E,50.7,10850,B
244,3,1935,16,91,commercial,faible,double,elec,O,127.6,31134,C
96,2,1930,10,491,bureau,fort,simple,pompe_chaleur,SE,92.7,8899,C
244,10,1988,16,267,residentiel,faible,double,fioul,NO,97.6,23814,C
188,2,1923,7,111,industriel,fort,simple,bois,O,84.3,15848,B
159,12,1959,18,19,commercial,moyen,double,elec,SE,84.1,13372,B
88,7,1922,10,6,industriel,moyen,triple,fioul,NE,95.7,8422,C
133,2,1956,23,182,industriel,fort,double,gaz,N,84.1,11185,B
973,11,2011,19,83,industriel,faible,simple,elec,NO,109.4,106446,C
192,13,1928,13,50,commercial,tres_fort,double,elec,SO,71.9,13805,B
425,1,2021,22,16,bureau,tres_fort,double,pompe_chaleur,SE,62.6,26605,B
213,14,2021,23,146,residentiel,moyen,double,pompe_chaleur,N,80.4,17125,B
197,6,2009,7,15,bureau,moyen,simple,gaz,SO,46.2,9101,A
157,10,1992,15,13,commercial,faible,double,fioul,SO,88.0,13816,B
628,4,1938,17,114,bureau,tres_fort,simple,fioul,S,69.4,43583,B
318,2,1930,11,417,commercial,fort,double,fioul,NO,88.4,28111,B
141,14,2015,23,194,residentiel,faible,double,elec,SE,83.2,11731,B
186,10,1958,17,15,residentiel,moyen,simple,bois,N,105.9,19697,C
520,4,1966,19,193,bureau,faible,double,pompe_chaleur,SE,132.4,68848,C
34,5,1928,7,167,residentiel,fort,double,pompe_chaleur,O,69.6,2366,B
304,11,1926,22,39,residentiel,moyen,double,elec,E,115.5,35112,C
356,5,1976,23,43,residentiel,faible,double,pompe_chaleur,E,114.9,40904,C
145,10,1962,22,346,commercial,fort,double,pompe_chaleur,NE,95.9,13906,C
273,1,1992,12,102,bureau,moyen,double,elec,SE,65.1,17772,B
348,14,2006,22,87,residentiel,moyen,triple,bois,SE,69.0,24012,B
103,11,1925,4,46,residentiel,fort,triple,gaz,S,53.7,5531,B
441,5,2020,8,317,bureau,tres_fort,simple,elec,SE,20.0,8820,A
301,8,2015,17,105,residentiel,moyen,triple,gaz,SE,41.4,12461,A
220,3,1979,19,198,commercial,tres_fort,double,elec,N,58.5,12870,B
263,7,1958,6,10,commercial,moyen,simple,gaz,E,93.1,24485,C
401,5,1937,9,172,residentiel,tres_fort,double,gaz,N,46.4,18606,A
1238,6,1944,5,154,bureau,moyen,simple,gaz,SO,83.1,102878,B
375,12,1992,6,209,residentiel,fort,double,gaz,O,42.7,16013,A
432,6,1933,4,102,residentiel,faible,triple,gaz,E,112.7,48686,C
280,1,2020,23,139,commercial,tres_fort,double,pompe_chaleur,SO,29.4,8232,A
926,7,1935,21,514,bureau,tres_fort,double,gaz,NO,52.0,48152,B
88,1,1998,16,109,commercial,moyen,simple,gaz,SO,92.4,8131,C
73,7,2008,4,586,residentiel,moyen,double,gaz,SE,28.1,2051,A
272,10,1950,18,177,residentiel,fort,triple,gaz,SO,63.3,17218,B
388,2,1969,14,203,bureau,moyen,simple,gaz,S,76.7,29760,B
40,1,1979,19,77,bureau,fort,double,fioul,S,63.8,2552,B
244,6,2003,13,57,industriel,fort,double,elec,N,51.0,12444,B
216,7,1925,4,199,residentiel,moyen,double,gaz,E,109.2,23587,C
412,1,1943,22,252,commercial,faible,double,elec,NE,151.9,62583,D
330,5,1935,21,231,commercial,tres_fort,double,gaz,NE,64.2,21186,B
69,11,1953,22,202,bureau,faible,double,pompe_chaleur,NO,117.4,8101,C
115,8,1989,17,101,residentiel,fort,double,bois,NO,69.8,8027,B
139,8,1962,22,25,bureau,faible,double,gaz,SE,118.0,16402,C
410,2,1971,5,15,residentiel,faible,double,gaz,NE,85.6,35096,B
318,12,1967,12,123,commercial,faible,double,elec,E,120.1,38192,C
158,9,1920,10,236,bureau,moyen,triple,gaz,O,71.3,11265,B
271,7,1930,13,175,industriel,fort,simple,gaz,SE,84.8,22981,B
117,9,1943,4,44,bureau,moyen,simple,pompe_chaleur,SE,98.0,11466,C
1027,3,1924,20,151,bureau,fort,triple,elec,SO,67.1,68912,B
366,10,2005,9,141,commercial,fort,simple,gaz,NE,63.8,23351,B
424,5,2023,6,766,bureau,faible,triple,pompe_chaleur,SE,33.2,14077,A
641,1,1970,7,23,industriel,faible,double,gaz,O,96.3,61728,C
498,4,1989,6,69,residentiel,fort,triple,gaz,N,32.6,16235,A
250,6,1925,17,110,industriel,fort,double,pompe_chaleur,NO,63.1,15775,B
215,7,1925,22,19,commercial,fort,triple,elec,N,82.2,17673,B
603,4,1982,5,457,commercial,moyen,double,elec,NO,72.1,43476,B
249,12,2000,4,51,bureau,fort,double,pompe_chaleur,SO,23.0,5727,A
145,4,2016,21,296,commercial,faible,double,elec,N,78.6,11397,B
969,2,1957,11,22,residentiel,fort,simple,fioul,NO,71.4,69187,B
127,4,1963,6,284,commercial,faible,double,elec,SE,102.4,13005,C
73,6,2002,7,296,residentiel,fort,triple,elec,NO,34.6,2526,A
490,1,1934,17,43,residentiel,moyen,double,pompe_chaleur,NO,109.2,53508,C
147,2,2018,5,190,residentiel,fort,double,gaz,SO,28.8,4234,A
332,3,1950,12,32,residentiel,faible,double,pompe_chaleur,SE,110.9,36819,C
873,6,1922,23,178,residentiel,fort,double,gaz,N,118.9,103800,C
93,14,2002,12,262,commercial,faible,triple,elec,SE,53.9,5013,B
238,9,2020,7,7,residentiel,fort,simple,pompe_chaleur,SE,41.5,9877,A
691,2,1970,19,192,commercial,faible,double,elec,S,125.4,86651,C
394,1,1937,12,132,residentiel,faible,double,gaz,NO,130.9,51575,C
216,2,1935,11,499,commercial,fort,simple,elec,SE,85.0,18360,B
1303,1,1950,9,162,commercial,faible,simple,pompe_chaleur,SE,137.0,178511,C
229,8,1975,19,24,residentiel,moyen,double,bois,SE,80.3,18389,B
323,11,1985,13,58,commercial,fort,simple,elec,SE,42.5,13728,A
776,7,1992,13,33,industriel,fort,triple,gaz,N,47.6,36938,A
486,6,1994,19,127,commercial,tres_fort,double,gaz,O,73.2,35575,B
617,9,1945,11,289,residentiel,moyen,simple,elec,S,109.0,67253,C
130,5,1937,17,63,bureau,moyen,double,gaz,N,108.1,14053,C
578,12,2018,7,274,commercial,fort,simple,fioul,E,49.5,28611,A
276,10,1934,15,114,residentiel,faible,double,elec,SO,132.9,36680,C
145,14,1973,12,163,commercial,fort,double,elec,NE,63.5,9208,B
286,2,1949,14,78,residentiel,faible,simple,gaz,SE,136.2,38953,C
280,7,1996,11,10,commercial,tres_fort,double,gaz,NE,47.0,13160,A
905,13,1953,6,40,residentiel,fort,double,elec,E,55.2,49956,B
320,10,1930,22,26,residentiel,moyen,double,elec,O,116.3,37216,C
142,11,1953,12,132,industriel,moyen,simple,gaz,SO,107.6,15279,C
121,7,1930,18,118,commercial,faible,simple,pompe_chaleur,E,168.9,20437,D
237,6,1937,22,229,commercial,moyen,double,elec,E,122.2,28961,C
95,11,1969,12,61,industriel,fort,double,elec,SE,65.6,6232,B
148,7,2020,20,192,residentiel,moyen,double,fioul,E,65.8,9738,B
206,6,1941,12,66,residentiel,moyen,double,gaz,SO,88.1,18149,B
182,6,2002,5,55,residentiel,faible,simple,gaz,SO,61.3,11157,B
407,2,1974,21,221,bureau,fort,double,fioul,N,67.1,27310,B
146,11,2021,20,68,residentiel,moyen,simple,gaz,NO,77.4,11300,B
43,12,1974,15,111,industriel,faible,double,elec,N,113.5,4880,C
75,1,1930,20,30,residentiel,tres_fort,double,pompe_chaleur,SO,60.7,4552,B
242,6,1962,17,201,residentiel,moyen,simple,elec,N,110.6,26765,C
162,10,1927,20,140,residentiel,moyen,double,fioul,SO,115.3,18679,C
103,3,1943,5,453,residentiel,tres_fort,simple,elec,SE,60.8,6262,B
964,5,1975,20,183,residentiel,moyen,double,elec,NE,113.3,109221,C
437,14,2013,8,18,bureau,tres_fort,simple,gaz,S,36.5,15950,A
235,11,1983,23,241,residentiel,fort,double,gaz,E,71.0,16685,B
288,13,1957,23,212,bureau,fort,double,elec,O,95.6,27533,C
203,14,1986,5,153,commercial,moyen,simple,gaz,SE,54.6,11084,B
102,10,1945,17,104,bureau,faible,double,elec,SO,151.1,15412,D
503,4,1929,11,61,bureau,moyen,double,gaz,NE,89.6,45069,B
444,14,1996,9,67,residentiel,faible,triple,gaz,S,66.4,29482,B
61,7,2007,23,6,residentiel,faible,simple,elec,NE,104.7,6387,C
287,8,1983,12,215,residentiel,fort,simple,elec,SE,57.4,16474,B
310,8,1970,15,124,industriel,fort,double,gaz,NE,64.5,19995,B
195,8,1967,10,106,bureau,faible,triple,pompe_chaleur,SO,96.1,18740,C
1062,8,1958,17,85,residentiel,fort,double,gaz,N,82.8,87934,B
984,11,2020,9,122,bureau,tres_fort,double,gaz,NE,31.2,30701,A
188,3,1972,11,65,commercial,fort,double,fioul,N,78.8,14814,B
209,7,2010,18,314,bureau,fort,simple,fioul,NE,63.1,13188,B
193,9,1924,8,397,bureau,fort,double,elec,NE,84.7,16347,B
160,8,1956,19,15,commercial,moyen,double,elec,E,86.4,13824,B
128,11,1942,23,430,bureau,moyen,double,fioul,SE,98.3,12582,C
349,5,1932,18,179,bureau,tres_fort,double,elec,SO,74.6,26035,B
966,14,2023,11,273,residentiel,fort,double,gaz,O,45.2,43663,A
724,1,1925,7,436,residentiel,fort,double,gaz,O,96.9,70156,C
425,11,1977,15,23,industriel,tres_fort,double,gaz,S,42.0,17850,A
45,3,1942,12,320,bureau,moyen,simple,pompe_chaleur,N,119.1,5360,C
66,9,1928,8,88,residentiel,moyen,triple,elec,O,78.7,5194,B
515,1,2022,11,98,bureau,fort,double,gaz,O,50.1,25802,B
760,4,1950,23,18,residentiel,faible,triple,gaz,SE,122.3,92948,C
361,6,1956,7,157,commercial,fort,double,gaz,SE,56.2,20288,B
198,2,1939,9,214,residentiel,fort,simple,pompe_chaleur,N,75.5,14949,B
631,5,1991,10,402,commercial,fort,double,fioul,S,45.3,28584,A
415,9,2016,22,25,bureau,moyen,double,elec,NE,60.1,24942,B
543,3,1955,11,23,residentiel,fort,simple,pompe_chaleur,O,81.2,44092,B
67,9,2003,9,51,residentiel,faible,double,gaz,NO,46.0,3082,A
311,7,1962,9,11,commercial,tres_fort,double,elec,E,42.6,13249,A
847,12,1976,22,557,residentiel,faible,simple,elec,O,144.6,122476,C
354,9,2003,11,38,residentiel,tres_fort,triple,gaz,O,45.2,16001,A
475,7,2018,11,120,commercial,moyen,simple,elec,NE,42.4,20140,A
251,12,1983,11,55,residentiel,moyen,double,pompe_chaleur,N,77.4,19427,B
264,3,1958,21,192,residentiel,moyen,double,gaz,SO,86.3,22783,B
653,8,1968,18,31,residentiel,moyen,double,elec,E,87.7,57268,B
153,4,2009,15,179,commercial,moyen,simple,fioul,S,74.0,11322,B
143,7,1956,8,728,residentiel,fort,double,pompe_chaleur,NO,56.4,8065,B
175,7,1968,6,572,residentiel,fort,double,elec,S,66.3,11602,B
249,9,2000,5,105,residentiel,faible,triple,gaz,NE,60.8,15139,B
79,5,2008,9,60,residentiel,fort,double,pompe_chaleur,N,48.3,3816,A
408,10,1966,19,20,residentiel,tres_fort,simple,gaz,E,80.8,32966,B
218,3,2013,19,169,residentiel,fort,double,gaz,NO,67.8,14780,B
445,3,2009,19,125,residentiel,moyen,simple,gaz,E,86.0,38270,B
56,2,1968,17,274,residentiel,faible,double,elec,SO,104.7,5863,C
446,7,1948,14,30,commercial,tres_fort,double,elec,E,49.7,22166,A
624,6,1938,11,189,residentiel,moyen,double,pompe_chaleur,NO,94.6,59030,C
333,12,1932,18,14,residentiel,moyen,triple,elec,N,100.4,33433,C
250,5,1940,7,28,industriel,fort,double,bois,SO,49.4,12350,A
448,9,1927,5,22,commercial,moyen,triple,elec,NE,82.1,36781,B
596,14,1950,20,67,bureau,fort,double,elec,NO,89.0,53044,B
353,9,2023,13,215,residentiel,faible,simple,gaz,E,71.9,25381,B
372,12,1943,16,134,residentiel,fort,double,gaz,E,82.4,30653,B
780,8,1960,23,118,residentiel,tres_fort,double,elec,O,73.5,57330,B
417,3,1960,17,132,residentiel,tres_fort,triple,pompe_chaleur,E,60.9,25395,B
140,7,1974,19,354,residentiel,tres_fort,simple,gaz,N,76.5,10710,B
594,11,1972,13,240,bureau,tres_fort,double,elec,NO,82.1,48767,B
224,2,1980,10,100,residentiel,moyen,triple,gaz,NO,63.0,14112,B
250,7,1929,11,416,bureau,tres_fort,simple,elec,NO,64.7,16175,B
264,8,1953,22,45,residentiel,tres_fort,double,gaz,NE,53.7,14177,B
482,13,2014,11,343,residentiel,moyen,double,gaz,NE,41.6,20051,A
832,14,2021,22,119,commercial,moyen,simple,gaz,SO,62.1,51667,B
249,9,1920,4,39,commercial,faible,simple,fioul,NE,163.6,40736,D
822,3,1985,9,35,residentiel,fort,triple,pompe_chaleur,NO,41.7,34277,A
275,3,1934,22,48,bureau,fort,simple,gaz,O,110.2,30305,C
653,9,1975,15,471,residentiel,moyen,double,gaz,N,77.5,50608,B
281,3,1920,11,91,residentiel,moyen,double,elec,E,111.6,31360,C
173,10,1998,7,112,commercial,fort,double,gaz,NO,53.4,9238,B
940,14,2022,13,152,residentiel,faible,double,pompe_chaleur,NO,62.0,58280,B
162,3,1932,23,29,residentiel,tres_fort,simple,elec,NO,92.5,14985,C
155,13,1962,11,103,bureau,moyen,triple,fioul,NO,66.6,10323,B
102,1,1940,13,352,residentiel,faible,simple,gaz,S,136.5,13923,C
594,7,1940,11,81,residentiel,faible,double,bois,SE,128.3,76210,C
701,6,2002,21,84,residentiel,tres_fort,triple,pompe_chaleur,NO,57.7,40448,B
318,8,1932,17,7,industriel,tres_fort,double,pompe_chaleur,E,76.1,24200,B
123,7,1932,16,66,bureau,faible,double,fioul,NE,152.2,18721,D
244,8,1958,17,66,residentiel,faible,triple,elec,SE,97.2,23717,C
198,2,1952,12,436,residentiel,moyen,simple,gaz,S,99.2,19642,C
119,11,2021,20,301,bureau,faible,simple,elec,E,84.9,10103,B
174,14,1961,16,247,residentiel,fort,double,pompe_chaleur,S,73.4,12772,B
349,7,1977,5,9,bureau,faible,double,fioul,E,86.6,30223,B
160,12,1930,11,122,commercial,moyen,triple,elec,S,81.5,13040,B
300,2,1956,21,122,residentiel,moyen,double,pompe_chaleur,SE,91.3,27390,C
71,11,1941,9,60,residentiel,moyen,triple,gaz,SO,61.4,4359,B
793,5,1957,23,205,residentiel,moyen,simple,gaz,SO,105.7,83820,C
186,10,1951,20,22,residentiel,faible,double,elec,E,138.0,25668,C
450,8,1932,23,143,residentiel,moyen,simple,elec,SO,130.8,58860,C
279,1,1977,19,77,commercial,faible,triple,gaz,N,91.2,25445,C
324,5,1973,6,69,residentiel,faible,triple,pompe_chaleur,N,83.6,27086,B
111,7,1973,7,140,bureau,tres_fort,double,elec,E,57.2,6349,B
144,12,1964,13,316,bureau,moyen,triple,elec,E,69.6,10022,B
146,2,1974,11,18,residentiel,moyen,double,gaz,SO,60.4,8818,B
249,14,1995,22,53,residentiel,faible,simple,gaz,SE,119.0,29631,C
619,1,1947,20,197,residentiel,fort,double,pompe_chaleur,SE,82.1,50820,B
331,4,1939,19,166,bureau,tres_fort,triple,fioul,SE,57.7,19099,B
130,2,1990,22,79,residentiel,fort,double,gaz,NO,82.8,10764,B
260,13,1934,5,186,commercial,fort,simple,pompe_chaleur,NE,75.8,19708,B
231,8,1956,18,111,commercial,fort,triple,pompe_chaleur,N,74.3,17163,B
191,11,1980,21,148,commercial,moyen,double,pompe_chaleur,N,92.0,17572,C
242,10,1980,23,94,industriel,tres_fort,double,elec,SO,94.4,22845,C
418,9,1997,20,8,commercial,fort,double,gaz,NE,64.8,27086,B
148,5,1969,20,46,commercial,faible,double,pompe_chaleur,SO,123.7,18308,C
192,2,1971,19,101,commercial,moyen,double,elec,N,89.3,17146,B
487,7,1924,6,33,commercial,moyen,simple,gaz,NO,117.5,57222,C
340,6,2002,12,416,commercial,faible,triple,elec,E,68.2,23188,B
599,7,1944,21,514,industriel,fort,double,elec,E,99.5,59600,C
669,14,2007,16,119,bureau,faible,double,elec,NO,81.9,54791,B
94,2,1987,9,236,bureau,fort,triple,fioul,O,51.1,4803,B
299,10,2015,18,5,bureau,tres_fort,simple,elec,S,39.1,11691,A
171,3,2011,4,115,commercial,moyen,triple,gaz,SO,24.3,4155,A
106,9,1959,11,104,residentiel,moyen,double,bois,NO,66.4,7038,B
141,10,1960,19,39,commercial,fort,triple,gaz,E,74.0,10434,B
198,1,2014,19,115,commercial,fort,simple,gaz,NE,56.6,11207,B
199,7,2011,14,183,industriel,moyen,double,pompe_chaleur,S,78.3,15582,B
160,5,1993,9,167,residentiel,moyen,double,bois,O,58.5,9360,B
242,7,2016,13,28,commercial,fort,triple,pompe_chaleur,O,54.8,13262,B
1356,7,1984,7,16,commercial,tres_fort,triple,elec,E,45.4,61562,A
73,7,1922,22,198,industriel,moyen,double,elec,O,122.3,8928,C
542,9,1977,21,59,industriel,moyen,double,pompe_chaleur,SO,79.0,42818,B
242,3,1958,18,8,bureau,tres_fort,simple,fioul,N,69.7,16867,B
180,12,1922,10,107,bureau,faible,double,gaz,NE,152.2,27396,D
60,12,1977,6,379,residentiel,faible,triple,fioul,SO,93.6,5616,C
417,7,1978,5,6,industriel,fort,double,elec,SO,31.2,13010,A
89,13,1996,11,29,residentiel,faible,double,gaz,SO,77.8,6924,B
437,4,2001,20,99,commercial,faible,triple,gaz,O,76.5,33430,B
828,3,1953,11,99,commercial,fort,simple,gaz,NE,75.3,62348,B
100,4,2022,19,12,residentiel,fort,double,fioul,NE,71.6,7160,B
554,11,1965,7,57,residentiel,moyen,double,elec,SE,62.1,34403,B
249,2,1965,20,145,residentiel,moyen,double,pompe_chaleur,SO,75.8,18874,B
56,5,1938,5,250,commercial,fort,double,gaz,E,68.0,3808,B
105,3,2022,10,41,bureau,fort,double,pompe_chaleur,N,43.5,4568,A
277,7,1960,7,98,residentiel,fort,simple,elec,E,64.7,17922,B
324,5,1937,16,169,commercial,fort,simple,fioul,E,88.5,28674,B
81,12,2008,7,23,residentiel,fort,double,elec,E,41.8,3386,A
250,11,2019,4,125,commercial,tres_fort,double,pompe_chaleur,SO,20.0,5000,A
435,13,1942,10,527,residentiel,fort,double,elec,S,73.1,31798,B
492,6,1981,4,49,residentiel,faible,double,elec,O,79.8,39262,B
183,8,2014,11,280,residentiel,tres_fort,simple,fioul,E,55.8,10211,B
333,13,1988,9,3,bureau,tres_fort,double,elec,E,44.3,14752,A
518,10,1965,22,120,bureau,moyen,double,fioul,S,93.6,48485,C
444,14,1979,14,119,commercial,faible,double,gaz,SO,94.4,41914,C
457,14,1930,12,125,bureau,fort,double,pompe_chaleur,NO,60.9,27831,B
265,2,2022,16,200,residentiel,moyen,double,fioul,N,57.5,15238,B
229,4,1973,6,90,residentiel,fort,double,fioul,NO,50.8,11633,B
296,10,1924,6,121,residentiel,moyen,simple,elec,NE,113.9,33714,C
143,2,1955,7,79,industriel,faible,double,elec,E,107.4,15358,C
533,2,1962,21,140,residentiel,moyen,double,pompe_chaleur,SE,109.5,58364,C
84,2,2023,18,192,industriel,tres_fort,double,gaz,SE,39.4,3310,A
172,2,2011,23,237,residentiel,faible,triple,fioul,SE,68.2,11730,B
239,10,1951,20,89,residentiel,fort,double,gaz,NO,68.3,16324,B
340,4,1937,6,158,residentiel,moyen,double,gaz,O,85.1,28934,B
388,14,1924,7,212,residentiel,moyen,double,pompe_chaleur,S,83.1,32243,B
694,2,1979,20,749,commercial,moyen,double,elec,N,79.3,55034,B
258,7,1966,14,228,bureau,moyen,simple,gaz,SO,90.7,23401,C
148,10,1974,16,217,residentiel,fort,triple,gaz,SE,67.9,10049,B
221,6,1948,8,197,bureau,fort,double,bois,S,70.9,15669,B
196,11,2003,14,224,bureau,faible,double,elec,SE,65.2,12779,B
352,12,1973,22,124,industriel,moyen,triple,bois,N,84.9,29885,B
116,9,2015,13,494,industriel,fort,simple,gaz,S,53.5,6206,B
216,9,1944,17,279,bureau,fort,double,elec,S,84.4,18230,B
762,9,1946,18,108,commercial,moyen,simple,gaz,E,134.6,102565,C
278,14,1980,22,218,commercial,fort,double,elec,E,65.7,18265,B
117,11,1992,8,382,bureau,faible,triple,gaz,NE,60.9,7125,B
193,1,1950,22,50,commercial,faible,simple,gaz,O,151.3,29201,D
51,11,1976,16,82,residentiel,fort,triple,elec,N,64.1,3269,B
235,3,1973,20,1,commercial,fort,double,pompe_chaleur,S,43.3,10176,A
775,13,1988,9,118,industriel,fort,double,elec,SE,44.5,34488,A
107,5,1986,6,86,residentiel,faible,simple,elec,NE,79.1,8464,B
88,10,1940,5,69,commercial,moyen,double,elec,SO,80.5,7084,B
155,11,1931,11,350,industriel,fort,double,elec,S,94.8,14694,C
466,5,1948,15,147,residentiel,moyen,simple,pompe_chaleur,E,121.4,56572,C
807,14,1933,9,203,bureau,moyen,double,pompe_chaleur,S,79.5,64156,B
335,8,1977,9,6,industriel,fort,simple,pompe_chaleur,SO,54.2,18157,B
99,6,1973,20,98,industriel,moyen,triple,gaz,S,67.0,6633,B
241,7,1920,18,85,residentiel,moyen,double,elec,SE,126.4,30462,C
856,5,2005,16,141,residentiel,moyen,double,pompe_chaleur,S,40.8,34925,A
197,2,1994,17,286,bureau,tres_fort,double,fioul,NO,49.8,9811,A
270,14,1968,20,13,residentiel,moyen,double,elec,O,87.8,23706,B
290,12,1936,8,75,residentiel,faible,triple,elec,SO,87.1,25259,B
83,12,1936,22,113,residentiel,faible,triple,pompe_chaleur,N,144.1,11960,C
492,13,2016,21,29,residentiel,faible,simple,bois,E,77.2,37982,B
